A13790905,신반포한신14차,,서초구,잠원동,25932863,한신공영(주),0,0,178,172,127.002301,37.5087932,
A15608001,이수교스위첸,,동작구,동작동,234828584,케이씨씨건설,20,72,86,263,126.9810779,37.4976599,
A15786104,삼성하나로,서울특별시 강서구 양천로73길 5,강서구,염창동,236644926,삼성건설(주),96,82,0,130,126.8722863,37.5515375,
A13183701,아남리치카운티,서울특별시 중랑구 겸재로29길 27,중랑구,면목동,24353313,아남건설,52,126,0,191,127.0849955,37.5892249,
A14319301,자양현대6차,서울특별시 광진구 자양번영로3길 66,광진구,자양동,24580973,현대건설(주),112,28,38,195,127.0716693,37.5328509,
A13120704,면목금호어울림,서울특별시 중랑구 용마산로 271,중랑구,면목동,24378501,면목동 대농빌라조합,0,178,0,202,127.0892552,37.5773348,
A12208001,신사두산위브,서울특별시 은평구 갈현로1길 36,은평구,신사동,23538282,두산,0,178,0,205,126.9057246,37.5999489,
A15882103,목동진도2차,서울특별시 양천구 목동동로 250,양천구,목동,226498728,(주)진도,72,71,36,204,126.873797,37.5256697,
A15010302,양평경남1차,서울특별시 영등포구 선유로33길 22,영등포구,양평동3가,226789965,경남기업 주식회사,108,71,0,187,126.8885519,37.5272237,
A15010303,양평동삼천리아파트,서울특별시 영등포구 선유서로 115,영등포구,양평동3가,220682996,삼천리,54,90,35,215,126.8853638,37.5262329,
A12289402,신성수정,서울특별시 은평구 은평터널로7길 2,은평구,신사동,23053339,(주)신성건설,95,85,0,175,126.9063355,37.5927487,
A13585401,개포우성5차,서울특별시 강남구 언주로29길 34,강남구,도곡동,25732815,우성건설,0,180,0,180,127.0475885,37.4859774,
A13780001,신반포15차아파트,,서초구,반포동,02-593-7068,한신공영(주),0,0,30,31,126.9936943,37.5038318,
A15106101,봉천은천1단지,서울특별시 관악구 인헌12길 46-2,관악구,봉천동,28712632,자유종합건설(주),0,180,0,208,126.9647078,37.4714734,
A12187901,중동계룡,서울특별시 마포구 월드컵북로38가길 20,마포구,중동,23741329,계룡건설,36,120,24,206,126.905875,37.5706353,
A15721001,마곡금호어울림,서울특별시 강서구 양천로47길 94,강서구,마곡동,236637349,금호건설,0,150,30,223,126.8376117,37.5746242,
A13922001,중계청암3단지,서울특별시 노원구 덕릉로86길 70,노원구,중계동,29331656,요진건설,0,180,0,208,127.0797206,37.6608487,
A14207201,래미안수유(임대),서울특별시 강북구 한천로159길 8,강북구,수유동,29913482,삼성물산,180,0,0,126,127.0181926,37.6447964,
A12010101,홍은풍림1차,서울특별시 서대문구 통일로48가길 37,서대문구,홍은동,232168057,.,109,72,0,150,126.9420732,37.5949317,
A12182101,망원1차대림,서울특별시 마포구 망원로2길 103,마포구,망원동,231430631,(주)삼호,38,122,21,227,126.90486,37.5534385,
A13821001,송파파인타운4단지,서울특별시 송파구 새말로12길 16,송파구,장지동,24492431,SH공사,75,106,0,200,127.1296412,37.4818131,
A15882104,목동진도1차,서울특별시 양천구 목동서로 264,양천구,목동,226481134,진도종합건설(주),92,48,42,212,126.868592,37.5244455,
A14319003,자양현대,서울특별시 광진구 뚝섬로56길 72,광진구,자양동,24446705,고려건설,0,182,0,159,127.0824168,37.5281212,
A14322001,중곡SK,서울특별시 광진구 용마산로 174,광진구,중곡동,234374185,(주)SK건설,76,66,40,207,127.086509,37.5688712,
A15809201,신도신월1차,서울특별시 양천구 신월로20길 33,양천구,신월동,220652662,한성강서재건축조합,0,182,0,198,126.8468136,37.51794,
A15210102,오류금호어울림,서울특별시 구로구 고척로 41,구로구,오류동,220601840,금호건설,74,108,0,205,126.8391422,37.4984546,
A15609401,사당삼익그린뷰,서울특별시 동작구 남부순환로255길 21,동작구,사당동,25250810,삼익건설,39,112,32,216,126.9691308,37.4772227,
A12180401,공덕현대,서울특별시 마포구 마포대로11길 73,마포구,공덕동,27178181,(주)현대산업개발,26,157,0,130,126.9501318,37.5482962,
A13204201,창동금용,서울특별시 도봉구 우이천로 200,도봉구,창동,29982850,금용종합건설주식회사,79,66,19,193,127.0356752,37.6378476,
A13591402,역삼금호어울림,서울특별시 강남구 도곡로7길 22,강남구,역삼동,25384766,금호산업(주),0,54,129,0,127.0349001,37.4920882,
A13184401,면목삼호,서울특별시 중랑구 용마산로 259,중랑구,면목동,24363976,(주)삼호,26,139,18,168,127.088375,37.5763667,
A15010501,양평동보아파트,서울특별시 영등포구 양평로23길 18,영등포구,양평동5가,226720736,동보건설,76,90,18,202,126.8909429,37.5379791,
A13510201,청담삼환,서울특별시 강남구 학동로77길 49,강남구,청담동,25173047,삼환기업(주),56,82,46,216,127.0476322,37.5216958,
A13786601,서초자이,서울특별시 서초구 효령로68길 81,서초구,서초동,25861156,GS건설,0,17,81,386,127.0202181,37.4848719,
A13487102,천호현대타워,서울특별시 강동구 천호대로 1095,강동구,천호동,24858812,현대산업개발,89,51,30,193,127.1346427,37.5364504,
A14376501,한솔리베르,서울특별시 광진구 뚝섬로56가길 28,광진구,자양동,24475657,한솔,0,185,0,203,127.084689,37.5281456,
A15303401,시흥금강,서울특별시 금천구 독산로50길 57-2,금천구,시흥동,232865067,금강kcc,74,94,17,200,126.9080935,37.4630828,
A13409001,상일동아,서울특별시 강동구 상암로81길 7,강동구,상일동,234265244,(주)동아건설,110,76,0,230,127.1675162,37.5461461,
A15786405,염창우성2차,서울특별시 강서구 양천로67길 54,강서구,염창동,236649665,우성건설(주),0,186,0,147,126.8695201,37.5556867,
A15783902,등촌태영,서울특별시 강서구 양천로 590,강서구,등촌동,226596584,태영건설(주),84,62,40,181,126.8641456,37.55566,
A15009602,문래한신,서울특별시 영등포구 선유서로 35,영등포구,문래동6가,226336396,(주)한신공영,48,60,78,0,126.8840481,37.5193166,
A15886402,신정대성유니드아파트2차,서울특별시 양천구 중앙로29길 108,양천구,신정동,226080948,대성,92,94,0,187,126.8488666,37.5209773,
A15785002,방화3차우림필유,서울특별시 강서구 양천로14길 118,강서구,방화동,226650337,우림건설,49,115,23,206,126.7983185,37.5733512,
A15770101,화곡2차보람,서울특별시 강서구 공항대로48길 12,강서구,화곡동,226900030,보람건설,55,104,28,220,126.8546342,37.5540644,
A13510002,청담휴먼스타빌,서울특별시 강남구 도산대로 454,강남구,청담동,25560070,휴먼터치,181,4,0,142,127.0460731,37.5237052,
A13204501,창동대동,서울특별시 도봉구 도봉로 642-30,도봉구,창동,29957267,(주)대동,76,74,38,213,127.0440625,37.6617487,
A15209201,개봉상우,서울특별시 구로구 남부순환로97길 50,구로구,개봉동,226855281,상우건설,94,47,47,175,126.8613898,37.4936411,
